,Name,Category,Year,Profession,Place,Gender,Birthdate,Age,Description,Link,Country
472,Beji Caid Essebsi,LEADERS,2015,Former President of Tunisia,"Carthage, Tunisia",Male,,0,"Mohamed Beji Caid Essebsi was a Tunisian politician who was the President of Tunisia from 31 December 2014 until his death on 25 July 2019. Previously, he served as Minister of Foreign Affairs from 1981 to 1986 and as Prime Minister from February 2011 to December 2011. ",https://time.com/collection-post/3823201/beji-caid-essebsi-2015-time-100/,Tunisia
473,Adam Silver,LEADERS,2015,Commissioner of the NBA,"Rye, NY",Male,1962-04-25,58,"Adam Silver is an American businessman, lawyer and sports executive who is the fifth and current commissioner of the National Basketball Association. ",https://time.com/collection-post/3823281/adam-silver-2015-time-100/,USA
474,Lu Wei,LEADERS,2015,Former Vice Mayor of Beijing,"Chaohu, Hefei, China",Male,1960-01-01,60,"Lu Wei is a former Chinese politician. He served as the deputy head of the Propaganda Department of the Communist Party of China, the head of the General Office of the Central Leading Group for Internet Security and Informatization from April 2013 to June 2016. ",https://time.com/collection-post/3823285/lu-wei-2015-time-100/,China
475,Marine Le Pen,LEADERS,2015,Member of National Assembly,"Neuilly-sur-Seine, France",Female,1968-08-05,52,"Marion Anne Perrine ""Marine"" Le Pen is a French politician and lawyer serving as President of the National Rally political party since 2011, with a brief interruption in 2017. She has been the member of the National Assembly for Pas-de-Calais's 11th constituency since 18 June 2017. ",https://time.com/collection-post/3823288/marine-le-pen-2015-time-100/,France
476,Barack Obama,LEADERS,2015,44th U.S. President,"Honolulu, HI",Male,1961-08-04,59,"Barack Hussein Obama II is an American politician and attorney who served as the 44th president of the United States from 2009 to 2017. A member of the Democratic Party, Obama was the first African-American president of the United States. ",https://time.com/collection-post/3823210/barack-obama-2015-time-100/,USA
477,Mitch McConnell,LEADERS,2015,United States Senator,"Sheffield, AL",Male,1942-02-20,78,Addison Mitchell McConnell Jr. is an American politician currently serving as Kentucky's senior United States senator and as Senate majority leader. ,https://time.com/collection-post/3822824/mitch-mcconnell-2015-time-100/,USA
478,Mohammad Javad Zarif,LEADERS,2015,Foreign Affairs Minister of Iran,"Tehran, Iran",Male,1960-01-08,60,Mohammad Javad Zarif is an Iranian career diplomat and academic. He has been foreign minister of Iran since 2013. ,https://time.com/collection-post/3822829/mohammad-javad-zarif-2015-time-100/,Iran
479,Joanne Liu,LEADERS,2015,International President of Doctors Without Borders,"Quebec City, Canada",Male,1965-04-11,55,"Joanne Liu, M.D., C.M., is a Canadian pediatric emergency medicine physician, Associate Professor of Medicine at the University of Montreal, Professor of Clinical Medicine at McGill University, and the previous International President of Médecins sans frontières. ",https://time.com/collection-post/3822834/joanne-liu-2015-time-100/,Canada
480,Ruth Bader Ginsburg,LEADERS,2015,Former Associate Justice of the Supreme Court of the United States,"Brooklyn, NY",Female,,0,"Joan Ruth Bader Ginsburg was an associate justice of the Supreme Court of the United States from 1993 until her death on September 18, 2020. She was nominated by President Bill Clinton, replacing retiring justice Byron White, and at the time was generally viewed as a moderate consensus-builder. ",https://time.com/collection-post/3823889/ruth-bader-ginsburg-2015-time-100/,USA
481,Taylor Swift,ICONS,2015,American singer,"West Reading, PA",Female,1989-12-13,30,"Taylor Alison Swift is an American singer-songwriter. Her narrative songwriting, which often centers around her personal life, has received widespread critical plaudits and media coverage. Born in West Reading, Pennsylvania, Swift relocated to Nashville, Tennessee in 2004 to pursue a career in country music. ",https://time.com/collection-post/3823888/taylor-swift-2015-time-100/,USA
482,Diane von Furstenberg,ICONS,2015,Fashion designer,"Brussels, Belgium",Female,1946-12-31,73,"Diane von Fürstenberg, is a Belgian fashion designer best known for her wrap dress. She initially rose to prominence when she married into the German princely House of Fürstenberg, as the wife of Prince Egon von Fürstenberg. ",https://time.com/collection-post/3822877/diane-von-furstenberg-2015-time-100/,Belgium
483,Gabriel Medina,ICONS,2015,Brazilian surfer,"São Paulo, Brazil",Male,1993-12-22,26,"Gabriel Medina Pinto Ferreira is a Brazilian professional surfer, also the 2014 and 2018 WSL World Champion. Medina joined the world's elite of the World Surf League Tour in 2011, and in his rookie year he finished within the top 12 of the ASP World Tour at the age of 17. ",https://time.com/collection-post/3823170/gabriel-medina-2015-time-100/,Brazil
484,Haruki Murakami,ICONS,2015,Japanese writer,"Kyoto, Japan",Male,1949-01-12,71,"Haruki Murakami is a Japanese writer. His books and stories have been bestsellers in Japan as well as internationally, with his work being translated into 50 languages and selling millions of copies outside his native country. ",https://time.com/collection-post/3823189/haruki-murakami-2015-time-100/,Japan
485,Björk,ICONS,2015,Icelandic singer-songwriter,"Reykjavík, Iceland",Female,1965-11-21,55,"Björk Guðmundsdóttir OTF is an Icelandic singer, songwriter, record producer, actress, and DJ. Over her four-decade career, she has developed an eclectic musical style that draws on a range of influences and genres spanning electronic, pop, experimental, trip hop, classical, and avant-garde music. ",https://time.com/collection-post/3823157/bjork-2015-time-100/,Iceland
486,Jerry Brown,ICONS,2015,Former Governor of California,"San Francisco, CA",Male,1938-04-07,82,Edmund Gerald Brown Jr. is an American politician who served as the 34th and 39th governor of California from 1975 to 1983 and 2011 to 2019. ,https://time.com/collection-post/3823160/jerry-brown-2015-time-100/,USA
487,Abby Wambach,ICONS,2015,American soccer player,"Rochester, NY",Female,1980-06-02,40,"Mary Abigail Wambach is an American retired soccer player, coach, two-time Olympic gold medalist, a FIFA Women's World Cup champion and a member of the National Soccer Hall of Fame. ",https://time.com/collection-post/3823298/abby-wambach-2015-time-100/,USA
488,Ina Garten,ICONS,2015,American author,"Brooklyn, New York, NY",Female,1948-02-02,72,"Ina Rosenberg Garten is an American author, host of the Food Network program Barefoot Contessa, and a former staff member of the White House Office of Management and Budget. Garten's mother in law bought her a subscription for Time Life cookbooks series and influenced her. ",https://time.com/collection-post/3823301/ina-garten-2015-time-100/,USA
489,Thomas Piketty,ICONS,2015,French economist,"Clichy, France",Male,1971-05-07,49,"Thomas Piketty is a French economist who is Professor of Economics at the School for Advanced Studies in the Social Sciences, Associate Chair at the Paris School of Economics and Centennial Professor of Economics in the International Inequalities Institute at the London School of Economics. ",https://time.com/collection-post/3823302/thomas-piketty-2015-time-100/,France
490,Malala Yousafzai,ICONS,2015,Pakistani activist,"Mingora, Pakistan",Female,1997-07-12,23,"Malala Yousafzai, often referred to mononymously as Malala, is a Pakistani activist for female education and the youngest Nobel Prize laureate. ",https://time.com/collection-post/3822637/malala-yousafzai-2015-time-100/,Pakistan
491,Pope Francis,ICONS,2015,Null,"Buenos Aires, Argentina",Male,1936-12-17,83,"Pope Francis is the head of the Catholic Church and sovereign of the Vatican City State. Francis is the first Jesuit pope, the first from the Americas, the first from the Southern Hemisphere, and the first pope from outside Europe since the Syrian Gregory III, who reigned in the 8th century. ",https://time.com/collection-post/3822656/pope-francis-2015-time-100/,Argentina
492,David Koch,TITANS,2015,American businessman,"Wichita, KS",Male,,0,"David Hamilton Koch was an American businessman, philanthropist, political activist, and chemical engineer. In 1970, he joined the family business: Koch Industries, the largest privately held company in the United States. ",https://time.com/collection-post/3822767/charles-koch-david-koch-2015-time-100/,USA
493,Jennifer Doudna,PIONEERS,2015,American biochemist,"Washington, D.C.",Female,1964-02-19,56,"Jennifer Anne Doudna is an American biochemist known for her pioneering work in CRISPR gene editing, for which she was awarded the 2020 Nobel Prize in Chemistry along with Emmanuelle Charpentier. ",https://time.com/collection-post/3822554/emmanuelle-charpentier-jennifer-doudna-2015-time-100/,D.C.
494,Samantha Bee,PIONEERS,2017,American-Canadian comedian,"Toronto, Canada",Female,1969-10-25,51,"Samantha Anne Bee is a Canadian-American comedian, writer, producer, political commentator, actress, and television host. Bee rose to fame as a correspondent on The Daily Show with Jon Stewart, where she became the longest-serving regular correspondent. ",https://time.com//collection/2017-time-100/4742710/samantha-bee/,Canada
495,Chance the Rapper,PIONEERS,2017,American rapper,"Chicago, IL",Male,1993-04-16,27,"Chancelor Johnathan Bennett, known professionally as Chance the Rapper, is an American rapper, singer, songwriter, record producer, activist, actor, and philanthropist. Born in Chicago, Illinois, Chance the Rapper released his debut mixtape 10 Day in 2012. ",https://time.com//collection/2017-time-100/4742682/chance-the-rapper/,USA
496,Constance Wu,PIONEERS,2017,American actress,"Richmond, VA",Female,1982-03-22,38,"Constance Wu is an American actress. She stars as Jessica Huang in the ABC television comedy Fresh Off the Boat, which is her breakthrough role. She has been nominated for two TCA Awards and four Critics' Choice Television Awards for Fresh Off the Boat. ",https://time.com//collection/2017-time-100/4742685/constance-wu/,USA
497,Gavin Grimm,PIONEERS,2017,Null,,Male,,0,Null,https://time.com//collection/2017-time-100/4742687/gavin-grimm/,Null
498,Kirsten Green,PIONEERS,2017,American venture capitalist,,Female,,0,"Kirsten Green is an American venture capitalist, the founder and managing partner of Forerunner Ventures. ",https://time.com//collection/2017-time-100/4742703/kirsten-green/,Null
499,Bob Ferguson,PIONEERS,2017,Null,"Queen Anne, Seattle, WA",Male,1965-02-23,55,"Robert Watson Ferguson is an American lawyer and politician serving as the 18th Attorney General of Washington. A Democrat, he was elected in 2012 and re-elected in 2016. Prior to serving as Attorney General, Ferguson was a member of the King County Council. ",https://time.com//collection/2017-time-100/4742678/bob-ferguson/,USA
500,Ivanka Trump,PIONEERS,2017,American businesswoman,"Manhattan, New York, NY",Female,1981-10-30,39,"Ivana Marie ""Ivanka"" Trump is an American businesswoman, serving since 2017 as Advisor to the President, her father Donald Trump, and the Director of the Office of Economic Initiatives and Entrepreneurship. ",https://time.com//collection/2017-time-100/4742699/ivanka-trump/,USA
501,Demis Hassabis,PIONEERS,2017,British video game designer,"London, United Kingdom",Male,1976-07-27,44,"Dr Demis HassabisCBE FRS FREng FRSA is a British artificial intelligence researcher, neuroscientist, video game designer, entrepreneur, and five times winner of the Pentamind board games championship. He is the chief executive officer and co-founder of DeepMind, and a UK Government AI Advisor since 2018. ",https://time.com//collection/2017-time-100/4742686/demis-hassabis/,United Kingdom
502,Barbara Lynch,PIONEERS,2017,Null,"Boston, MA",Female,1964-03-19,56,"Barbara Lynch is a restaurateur. In 2017 she was included in Time magazine's ""Top 100 Most Influential People of the Year"" for her pioneering contributions in the culinary world and her focus on local wealth creation through agronomy. ",https://time.com//collection/2017-time-100/4742669/barbara-lynch/,USA
503,Hamdi Ulukaya,PIONEERS,2017,CEO of Chobani,"Erzincan, Turkey",Male,1972-10-26,48,"Hamdi Ulukaya is a Turkish billionaire, philantropist and activist of Kurdish ancestry based in the United States. Ulukaya is the owner, founder, chairman, and CEO of Chobani, the #1-selling strained yogurt brand in the US. He established production facilities first in upstate New York, and since then has expanded. ",https://time.com//collection/2017-time-100/4742698/hamdi-ulukaya/,Turkey
